id,prix
3600072,576343.5133333333
6200017,257172.69333333333
7600136,487632.28
11200400,509430.71
11500890,808704.9633333334
11501310,797051.4466666667
11510310,793688.47
11510700,732852.17
13001795,350139.05333333334
16000015,201555.9
23500190,585020.4266666666
23520190,477071.0133333333
34001304,589670.5
34001540,553530.0
40000228,173011.81333333332
40000362,167372.56666666668
42000006,252930.31
42000127,299334.9
46100204,1537974.86
46100504,1792375.5333333334
49500090,343225.78
59000201,874613.5133333333
59000250,708003.42
66000140,490032.6
66000265,361690.73333333334
84000335,259684.13333333333
87000213,303906.2733333333
91000320,466054.2866666667
98000750,1099402.5666666667
98020300,775230.39
98020310,766974.2866666666
98020480,881012.41
98030160,795151.9733333334
98300230,1119434.2933333332
100100050,326388.0
100300280,294321.06666666665
100300500,291055.37333333335
100300530,291929.87333333335
104510230,238999.84666666668
104550540,257180.20666666667
106000044,450223.35333333333
109200390,225083.64
110000040,264772.2833333333
114100131,556547.6666666666
114100304,540045.88
114101540,385317.8933333333
114700150,243240.41333333333
120059044,326422.5466666667
121059007,281386.13
123039147,443658.4666666667
123039207,382789.74666666664
123039346,326718.22
123039424,286316.09
123039626,289578.04333333333
123059127,665935.2433333333
126039213,331204.3
126039252,385753.88666666666
126039256,358624.1433333333
126039413,518758.50666666665
126039467,681077.6966666667
126039599,421303.83
126049217,391744.07666666666
126059018,466307.80666666664
126059021,370443.43
128500260,276599.01666666666
133000070,202687.61333333334
133000135,346725.2733333333
133000271,387381.9533333333
136000220,665003.8333333334
148000375,786217.9133333333
148000440,420023.44
148000590,674139.0
151000075,704355.77
170000215,878112.1333333333
179000505,258076.19333333333
179001046,210545.93666666668
179001425,254861.92333333334
182000350,314107.7166666667
191100235,883160.6
191100250,789074.04
191100410,808518.39
191100672,1167772.86
194000145,677400.0166666667
194000505,564683.0166666667
200500700,549615.3333333334
200520080,590100.94
200800200,545812.3766666667
203101065,427910.05666666664
203600140,605732.0366666666
203600590,636894.35
203900380,384281.75
203900920,382377.8566666667
205000120,660243.8933333333
205000410,607723.1333333333
205000450,630878.6
216500040,349975.93666666665
223039254,330423.72
224069084,502415.3
224069129,460512.9166666667
225039069,705430.9666666667
225039082,816389.5
225039145,511720.75666666665
225039175,733445.6466666666
225039177,657814.57
225069013,686747.35
225069017,603623.6
226039075,763313.6833333333
226039214,408366.75
226059103,476554.1666666667
236500050,316389.5133333333
239000155,462414.48333333334
240000130,616231.4066666666
241900020,365500.8933333333
241900160,364079.50666666665
251300260,306365.5233333333
251500080,2359304.9
252000400,404886.29333333333
253600150,391052.25
254000100,657686.7733333333
254000695,391873.29333333333
254000735,338048.16
255000270,423694.49333333335
255370420,332171.11
255400060,868406.8833333333
255450040,378535.17375396827
255450410,327723.01166666666
255550190,378215.89
257000057,226150.19666666666
258500059,901804.26
259600330,477528.7633333333
259600530,513291.66333333333
259900160,643438.2566666667
263000253,406733.3333333333
263000324,757879.0566666666
263000327,389136.69666666666
269000070,778963.38
269000221,813316.97
269000615,679845.2
272000125,413246.9633333333
272000620,336386.3333333333
273800100,244796.88
280610020,1042292.7666666667
291310150,375397.0933333333
291310340,518278.46
291310610,385644.86
293000036,483721.73333333334
293000145,387092.1666666667
293070010,829549.6566666666
293070120,887133.7533333333
293610040,631714.4733333334
293620220,835896.0933333334
293720180,421631.75
293760150,940741.0166666667
293800120,743593.4533333334
293800680,1183535.2566666666
293910030,702729.3366666667
301400320,237193.36666666667
301400830,257321.17666666667
301400850,241595.76666666666
301400940,250097.70666666667
301401410,292757.06666666665
302000065,183168.49333333335
302000375,208406.17333333334
304100010,255058.3
305000310,680395.2166666667
316000190,241073.27
321059091,306740.3566666667
322059049,268297.29333333333
322059095,281015.94333333336
322069180,695980.6666666666
323049176,336303.3933333333
323089134,290884.4066666667
323089173,401489.64
324069015,770129.9666666667
324069058,545731.0766666667
325059086,1035250.4933333333
325059131,483602.62
326069104,933515.8366666667
339350150,780967.6933333334
339600090,412810.06666666665
345700040,285106.95666666667
345700180,267403.75666666665
345700340,271611.31333333335
372000040,289858.7166666667
375000230,565113.0
405100295,367346.33
408100050,301871.05
411100020,329785.16333333333
414100630,356040.9
421000285,287829.82666666666
