id,prix
7399200510,328242.3
7399300120,322407.8
7399300510,270072.38
7399301100,293561.78
7401000040,510141.62
7405700015,348464.4
7410200431,507178.62
7417700664,379616.2
7418700040,303317.72
7419700010,641703.2
7430200100,1184201.4
7430500301,675813.1
7431500341,1336276.5
7436900045,429552.66
7437100340,290679.44
7443000652,376228.72
7443000985,612924.1
7445000105,429175.97
7452500365,269266.12
7452500770,274939.16
7454000470,331806.9
7454000605,297138.3
7454000875,281974.0
7454001280,267537.62
7460000015,230276.1
7461400360,323065.12
7462900015,378448.16
7501000340,1276935.4
7503000020,407553.6
7504001430,482184.0
7504030090,706492.6
7504030220,631339.5
7504050090,729260.6
7504100110,691726.0
7504100360,625035.7
7504110030,730446.6
7504200250,542481.3
7507500015,377783.22
7511200020,487772.2
7511800070,242949.92
7518501140,482098.3
7518503490,477972.56
7518504291,533469.1
7518504775,535559.9
7518507580,525689.06
7518508625,644757.5
7519000170,545188.1
7519001321,518167.53
7519001990,390269.66
7520000440,248026.14
7522700110,212512.77
7523700245,221566.05
7523700305,228710.9
7524200330,222214.98
7524950710,571744.44
7524950730,698475.3
7525100060,600576.0
7525100520,392993.88
7525300240,774566.8
7537300210,591680.75
7548300170,592926.06
7548300326,451646.5
7548301050,354555.7
7549800045,583488.2
7549801395,390496.97
7550800015,572258.25
7550800736,494219.94
7550801170,499330.28
7550801220,402173.38
7551300060,483379.84
7555200230,717512.56
7558700030,2256696.8
7558800240,462020.0
7562100065,306303.84
7568700480,311993.6
7568700740,490927.66
7574000080,381200.78
7574910650,835516.44
7575500040,203305.22
7575600100,288669.7
7575600610,262606.4
7575620750,254589.23
7575700015,824745.2
7576700131,781197.2
7576700150,872336.3
7577700136,569618.6
7577700185,483986.8
7577700440,442846.2
7578200310,694899.06
7586200061,396768.1
7589200193,514073.25
7625701175,492667.44
7625701795,824944.3
7625701830,535252.0
7625701891,447704.97
7625702277,395999.1
7625702444,385026.56
7625702615,318264.28
7632400400,782496.9
7635800600,401206.25
7635801370,645207.0
7645900355,969683.6
7657000085,302389.62
7657600005,287346.72
7657600195,236306.5
7660100236,359306.12
7660100238,352153.94
7660100309,351455.44
7661600206,378070.38
7663700261,410380.56
7663700610,365820.3
7663700663,296940.84
7663700759,377916.56
7663700772,410314.06
7683800212,211667.83
7683900200,499881.5
7686202065,270956.84
7686202580,188594.7
7686203180,205209.89
7686205020,197220.33
7689600360,180302.1
7689600650,365538.16
7694600143,332862.72
7694800180,634943.4
7696600020,234144.98
7696630080,232939.75
7696630170,266989.56
7697000020,301489.78
7697000150,302843.84
7697920150,275494.34
7701930010,435784.28
7701960720,938611.4
7701990700,851895.7
7702080150,586367.2
7702600930,409725.62
7708000010,380139.25
7708180040,546473.2
7708210040,651945.75
7708210070,557447.56
7714000070,389086.75
7715600050,398727.28
7715800710,476578.62
7715801040,456941.7
7732000045,725987.7
7732400490,706136.25
7732410370,844842.6
7732410380,855096.44
7732410420,814761.9
7732650120,923442.56
7738500185,456309.03
7739100155,844231.0
7740500070,463241.88
7744500020,418044.7
7749500160,227009.19
7760400480,252103.16
7760400900,300337.34
7771300125,527557.75
7772000010,433080.78
7772800020,693822.6
7772850060,375280.88
7774200236,326643.94
7779200105,763060.5
7779200355,759415.8
7784000110,727401.8
7784400035,710766.75
7785000130,766653.06
7785350010,654462.44
7787920250,528362.06
7788400065,279097.34
7789000120,241062.3
7796450200,276127.62
7796600070,239922.4
7796600085,255419.22
7800800160,375286.06
7802900224,630010.25
7802900380,257630.9
7805450110,715033.75
7805600070,342131.44
7806450190,528006.7
7809200035,256850.33
7811000020,563182.0
7811200310,593582.94
7812800155,180073.0
7812801115,223231.3
7812801125,213689.47
7812801700,213031.33
7818700410,516791.9
7819000040,386921.97
7821200390,447154.12
7831800110,345515.97
7831800395,325827.56
7841300230,339919.03
7841300285,219759.4
7841300535,240192.89
7844200050,341444.72
7849200861,266965.56
7849201061,355475.1
7849202231,317776.6
7849202296,327466.16
7851990240,836820.7
7852000010,487466.56
7852010670,708332.9
7852010900,542061.75
7852011020,635027.75
7852020250,672281.0
7852020340,496915.3
7852030960,440227.5
7852040080,485323.2
7852060490,336595.25
7852090680,520990.62
7852100150,492802.47
7852110050,575251.44
7852120120,785844.1
7852120140,737109.5
7852130550,507130.22
7852130640,456216.22
7852140040,542020.6
7852150120,395568.0
7852170140,655600.06
7853210210,392106.4
7853220120,674373.94
7853220740,616834.4
7853220910,506333.78
7853221010,431137.22
7853230570,425659.8
7853240200,673820.25
7853240560,680293.0
7853250070,605697.9
7853270740,648290.8
7853280350,774348.44
7853300280,515581.47
7853301220,485237.44
7853301520,777625.6
7853301930,450778.0
7853302190,416624.34
7853310380,627500.8
7853320550,394720.66
7853321110,424442.97
7853340490,372924.9
7853340960,418405.06
7853350090,694278.6
7853360250,596787.7
7853360990,425192.1
7853361210,392753.0
7853380480,582982.4
7853420110,609789.3
7853430660,648931.4
7854800090,831430.8
7855000460,1183536.9
7855200120,1250218.6
7856400410,1122239.9
7856560380,804342.1
7856560480,553050.4
7856570190,947606.3
7856601110,873411.2
7856610130,869123.5
7857000716,285906.38
7861000021,275649.06
7871500280,931786.7
7871500440,774039.56
7883603425,284743.4
7883603945,365618.22
7883604065,322575.5
7885800290,360749.7
7885800740,347064.12
7888100090,205933.61
7888200140,271456.88
7889000125,239207.62
7889000160,183376.72
7889600080,253566.16
7889600190,258749.58
7889600285,303539.56
7889601165,294345.4
7889601300,230981.67
7889601320,195603.81
7891600260,292566.56
7893203450,209520.27
7893804340,364421.16
7893804845,317017.22
7899800863,430348.06
7905200061,429331.56
7905380080,529808.94
7905390220,482098.8
7915100490,603893.3
7920100083,372086.12
7922710320,475545.2
7922710520,532556.8
7922720040,667116.75
7922750020,589447.6
7922750150,665035.9
7922900030,950153.44
7925100271,395010.56
7931000053,335820.72
7932000041,452753.4
7932600140,465454.22
7935000595,908091.2
7936000252,586139.6
7937600380,349098.62
7937900040,611123.2
7937900220,649572.56
7939000090,267457.75
7940710070,409672.56
7942100310,235074.33
7942200050,282957.56
7942601155,419242.56
7942601805,622099.3
7950302150,286406.53
7950304095,317587.2
7954000125,570967.25
7954300330,573212.8
7954300620,541679.56
7954300740,575258.4
7955030060,375541.16
7955040130,473874.5
7960100030,574086.2
7961500010,408405.34
7967000160,355803.4
7968460240,278200.94
7968460270,266606.06
7972600676,322818.3
7972601885,341864.44
7972601995,230387.95
7972602080,283904.84
7972604425,341394.8
7974200776,607718.56
7974200820,769623.25
7977200720,554770.25
7977201709,524350.8
7977201865,527869.0
7979900552,338334.34
7981900110,386606.8
7983100150,191338.83
7984400050,225220.34
7986400360,809827.0
7986400945,473368.12
7986401275,718040.06
7987401010,749304.94
7999600180,219333.08
8010100135,633540.8
8011100047,554985.94
8016250140,257123.52
8018600870,238787.11
